,time,temp,feels,wind,gust,rain,humidity,cloud,pressure,vis,date
5973,15:00,13 °c,12 °c,16 km/h from E,19 km/h,0.0 mm,71%,34%,1031 mb,Excellent,2020-09-16
5974,18:00,12 °c,10 °c,11 km/h from ENE,15 km/h,0.0 mm,78%,34%,1031 mb,Excellent,2020-09-16
5975,21:00,10 °c,9 °c,8 km/h from E,12 km/h,0.0 mm,85%,52%,1032 mb,Excellent,2020-09-16
5976,00:00,10 °c,9 °c,7 km/h from ESE,10 km/h,0.0 mm,88%,48%,1033 mb,Excellent,2020-09-17
5977,03:00,9 °c,9 °c,5 km/h from ENE,7 km/h,0.0 mm,89%,19%,1032 mb,Excellent,2020-09-17
5978,06:00,9 °c,9 °c,2 km/h from W,3 km/h,0.0 mm,89%,11%,1032 mb,Excellent,2020-09-17
5979,09:00,13 °c,14 °c,4 km/h from SW,5 km/h,0.0 mm,74%,9%,1032 mb,Excellent,2020-09-17
5980,12:00,18 °c,18 °c,2 km/h from WNW,2 km/h,0.0 mm,65%,6%,1031 mb,Excellent,2020-09-17
5981,15:00,19 °c,19 °c,0 km/h from NNE,0 km/h,0.0 mm,66%,31%,1029 mb,Excellent,2020-09-17
5982,18:00,16 °c,16 °c,3 km/h from NE,4 km/h,0.0 mm,80%,61%,1029 mb,Excellent,2020-09-17
5983,21:00,14 °c,14 °c,2 km/h from S,4 km/h,0.0 mm,87%,16%,1029 mb,Excellent,2020-09-17
5984,00:00,13 °c,13 °c,5 km/h from SW,8 km/h,0.0 mm,91%,16%,1029 mb,Excellent,2020-09-18
5985,03:00,12 °c,12 °c,2 km/h from SSW,4 km/h,0.0 mm,91%,12%,1028 mb,Excellent,2020-09-18
5986,06:00,12 °c,12 °c,1 km/h from SW,3 km/h,0.0 mm,92%,14%,1029 mb,Excellent,2020-09-18
5987,09:00,15 °c,16 °c,5 km/h from ENE,5 km/h,0.0 mm,83%,33%,1029 mb,Excellent,2020-09-18
5988,12:00,17 °c,17 °c,10 km/h from ENE,12 km/h,0.0 mm,68%,13%,1029 mb,Excellent,2020-09-18
5989,15:00,16 °c,16 °c,12 km/h from ENE,13 km/h,0.0 mm,60%,100%,1028 mb,Excellent,2020-09-18
5990,18:00,13 °c,13 °c,8 km/h from ENE,13 km/h,0.0 mm,73%,100%,1028 mb,Excellent,2020-09-18
5991,21:00,11 °c,10 °c,8 km/h from ENE,15 km/h,0.0 mm,74%,98%,1028 mb,Excellent,2020-09-18
5992,00:00,10 °c,9 °c,7 km/h from ENE,11 km/h,0.0 mm,80%,19%,1028 mb,Excellent,2020-09-19
5993,03:00,9 °c,9 °c,5 km/h from NE,8 km/h,0.0 mm,91%,19%,1027 mb,Excellent,2020-09-19
5994,06:00,9 °c,8 °c,7 km/h from NE,12 km/h,0.0 mm,93%,35%,1027 mb,Excellent,2020-09-19
5995,09:00,13 °c,12 °c,11 km/h from ENE,13 km/h,0.0 mm,80%,4%,1026 mb,Excellent,2020-09-19
5996,12:00,15 °c,14 °c,15 km/h from ENE,17 km/h,0.0 mm,69%,1%,1026 mb,Excellent,2020-09-19
5997,15:00,15 °c,14 °c,14 km/h from ENE,17 km/h,0.0 mm,67%,7%,1025 mb,Excellent,2020-09-19
5998,18:00,13 °c,12 °c,9 km/h from ENE,13 km/h,0.0 mm,78%,6%,1024 mb,Excellent,2020-09-19
5999,21:00,11 °c,10 °c,6 km/h from ENE,10 km/h,0.0 mm,86%,6%,1025 mb,Excellent,2020-09-19
6000,00:00,10 °c,9 °c,4 km/h from E,7 km/h,0.0 mm,92%,43%,1025 mb,Excellent,2020-09-20
6001,03:00,12 °c,12 °c,4 km/h from NNE,5 km/h,0.0 mm,88%,91%,1024 mb,Excellent,2020-09-20
6002,06:00,11 °c,11 °c,3 km/h from NNE,5 km/h,0.0 mm,93%,82%,1024 mb,Excellent,2020-09-20
6003,09:00,14 °c,15 °c,5 km/h from NE,6 km/h,0.0 mm,84%,63%,1024 mb,Excellent,2020-09-20
6004,12:00,17 °c,17 °c,6 km/h from ESE,7 km/h,0.0 mm,73%,39%,1023 mb,Excellent,2020-09-20
6005,15:00,18 °c,18 °c,6 km/h from ENE,8 km/h,0.0 mm,70%,10%,1021 mb,Excellent,2020-09-20
6006,18:00,15 °c,15 °c,3 km/h from ENE,5 km/h,0.0 mm,87%,33%,1021 mb,Excellent,2020-09-20
6007,21:00,13 °c,13 °c,6 km/h from SSW,11 km/h,0.0 mm,89%,9%,1020 mb,Excellent,2020-09-20
6008,00:00,11 °c,9 °c,12 km/h from SW,23 km/h,0.0 mm,89%,32%,1019 mb,Excellent,2020-09-21
6009,03:00,9 °c,7 °c,12 km/h from WSW,24 km/h,0.0 mm,87%,33%,1017 mb,Excellent,2020-09-21
6010,06:00,9 °c,6 °c,14 km/h from SW,29 km/h,0.0 mm,88%,4%,1016 mb,Excellent,2020-09-21
6011,09:00,13 °c,11 °c,22 km/h from WSW,26 km/h,0.0 mm,83%,48%,1015 mb,Excellent,2020-09-21
6012,12:00,16 °c,16 °c,23 km/h from WSW,26 km/h,0.0 mm,69%,16%,1015 mb,Excellent,2020-09-21
6013,15:00,17 °c,17 °c,23 km/h from WSW,26 km/h,0.0 mm,67%,17%,1014 mb,Excellent,2020-09-21
6014,18:00,12 °c,9 °c,21 km/h from WSW,36 km/h,0.0 mm,80%,6%,1013 mb,Excellent,2020-09-21
6015,21:00,10 °c,7 °c,21 km/h from WSW,40 km/h,0.0 mm,84%,22%,1012 mb,Excellent,2020-09-21
6016,00:00,9 °c,6 °c,18 km/h from SW,36 km/h,0.0 mm,87%,14%,1010 mb,Excellent,2020-09-22
6017,03:00,10 °c,8 °c,15 km/h from SW,31 km/h,0.0 mm,85%,31%,1008 mb,Excellent,2020-09-22
6018,06:00,9 °c,7 °c,16 km/h from SW,32 km/h,0.0 mm,88%,22%,1006 mb,Excellent,2020-09-22
6019,09:00,15 °c,13 °c,26 km/h from SW,33 km/h,0.0 mm,81%,96%,1003 mb,Excellent,2020-09-22
6020,12:00,16 °c,16 °c,30 km/h from SW,34 km/h,0.0 mm,74%,49%,1001 mb,Excellent,2020-09-22
6021,15:00,16 °c,16 °c,26 km/h from SW,30 km/h,0.0 mm,74%,100%,998 mb,Excellent,2020-09-22
6022,18:00,14 °c,12 °c,22 km/h from SW,30 km/h,0.0 mm,82%,100%,997 mb,Excellent,2020-09-22
6023,21:00,11 °c,9 °c,18 km/h from WSW,23 km/h,0.8 mm,85%,100%,998 mb,Excellent,2020-09-22
6024,00:00,10 °c,7 °c,17 km/h from WSW,24 km/h,1.1 mm,85%,68%,999 mb,Excellent,2020-09-23
6025,03:00,10 °c,8 °c,9 km/h from W,13 km/h,0.0 mm,85%,4%,1000 mb,Excellent,2020-09-23
6026,06:00,8 °c,7 °c,7 km/h from WNW,11 km/h,0.0 mm,86%,4%,1001 mb,Excellent,2020-09-23
6027,09:00,10 °c,10 °c,2 km/h from N,3 km/h,0.0 mm,72%,72%,1001 mb,Excellent,2020-09-23
6028,12:00,12 °c,12 °c,6 km/h from ENE,7 km/h,0.0 mm,61%,81%,1002 mb,Excellent,2020-09-23
6029,15:00,12 °c,10 °c,11 km/h from ENE,13 km/h,0.1 mm,61%,100%,1000 mb,Excellent,2020-09-23
6030,18:00,10 °c,9 °c,8 km/h from E,10 km/h,0.0 mm,71%,100%,999 mb,Excellent,2020-09-23
6031,21:00,9 °c,8 °c,6 km/h from NE,8 km/h,0.1 mm,77%,80%,998 mb,Excellent,2020-09-23
6032,00:00,8 °c,7 °c,6 km/h from NNW,8 km/h,0.0 mm,84%,82%,996 mb,Excellent,2020-09-24
6033,03:00,7 °c,7 °c,3 km/h from W,4 km/h,0.0 mm,87%,7%,995 mb,Excellent,2020-09-24
6034,06:00,6 °c,6 °c,3 km/h from ENE,5 km/h,0.0 mm,88%,21%,994 mb,Excellent,2020-09-24
6035,09:00,9 °c,7 °c,15 km/h from NE,18 km/h,0.2 mm,77%,100%,993 mb,Excellent,2020-09-24
6036,12:00,10 °c,8 °c,16 km/h from ENE,19 km/h,0.0 mm,74%,51%,994 mb,Excellent,2020-09-24
6037,15:00,10 °c,8 °c,21 km/h from ENE,28 km/h,1.0 mm,72%,100%,995 mb,Excellent,2020-09-24
6038,18:00,9 °c,6 °c,18 km/h from NE,26 km/h,0.0 mm,75%,100%,997 mb,Excellent,2020-09-24
6039,21:00,7 °c,4 °c,16 km/h from NNE,26 km/h,0.0 mm,77%,19%,1001 mb,Excellent,2020-09-24
6040,00:00,6 °c,3 °c,12 km/h from NNW,21 km/h,0.0 mm,78%,52%,1003 mb,Excellent,2020-09-25
6041,03:00,6 °c,4 °c,10 km/h from WNW,17 km/h,0.0 mm,81%,34%,1004 mb,Excellent,2020-09-25
6042,06:00,7 °c,4 °c,12 km/h from NW,18 km/h,0.0 mm,77%,85%,1006 mb,Excellent,2020-09-25
6043,09:00,10 °c,7 °c,17 km/h from NNW,19 km/h,0.0 mm,68%,40%,1008 mb,Excellent,2020-09-25
6044,12:00,12 °c,10 °c,21 km/h from NNW,24 km/h,0.0 mm,63%,100%,1010 mb,Excellent,2020-09-25
6045,15:00,12 °c,10 °c,23 km/h from NNW,26 km/h,0.1 mm,54%,72%,1011 mb,Excellent,2020-09-25
6046,18:00,8 °c,6 °c,19 km/h from NNW,31 km/h,0.1 mm,63%,86%,1012 mb,Excellent,2020-09-25
6047,21:00,6 °c,2 °c,16 km/h from NW,27 km/h,0.0 mm,71%,0%,1014 mb,Excellent,2020-09-25
6048,00:00,5 °c,2 °c,13 km/h from WNW,22 km/h,0.0 mm,79%,0%,1014 mb,Excellent,2020-09-26
6049,03:00,4 °c,1 °c,12 km/h from W,21 km/h,0.0 mm,78%,12%,1014 mb,Excellent,2020-09-26
6050,06:00,4 °c,1 °c,11 km/h from WNW,19 km/h,0.0 mm,82%,4%,1015 mb,Excellent,2020-09-26
6051,09:00,9 °c,6 °c,13 km/h from NNW,15 km/h,0.0 mm,69%,41%,1016 mb,Excellent,2020-09-26
6052,12:00,12 °c,10 °c,19 km/h from N,22 km/h,0.0 mm,58%,29%,1017 mb,Excellent,2020-09-26
6053,15:00,13 °c,11 °c,17 km/h from N,20 km/h,0.0 mm,59%,2%,1018 mb,Excellent,2020-09-26
6054,18:00,10 °c,9 °c,12 km/h from NNE,17 km/h,0.0 mm,72%,0%,1019 mb,Excellent,2020-09-26
6055,21:00,9 °c,8 °c,8 km/h from NNW,10 km/h,0.0 mm,77%,0%,1020 mb,Excellent,2020-09-26
6056,00:00,9 °c,8 °c,5 km/h from NW,6 km/h,0.0 mm,78%,0%,1020 mb,Excellent,2020-09-27
6057,03:00,7 °c,7 °c,5 km/h from W,5 km/h,0.0 mm,83%,0%,1019 mb,Excellent,2020-09-27
6058,06:00,5 °c,5 °c,2 km/h from WSW,3 km/h,0.0 mm,83%,2%,1018 mb,Excellent,2020-09-27
6059,09:00,9 °c,9 °c,4 km/h from W,5 km/h,0.0 mm,68%,3%,1017 mb,Excellent,2020-09-27
6060,12:00,12 °c,12 °c,1 km/h from SE,2 km/h,0.0 mm,51%,16%,1017 mb,Excellent,2020-09-27
6061,15:00,13 °c,13 °c,4 km/h from WNW,5 km/h,0.0 mm,51%,100%,1016 mb,Excellent,2020-09-27
6062,18:00,9 °c,9 °c,1 km/h from W,3 km/h,0.0 mm,67%,98%,1015 mb,Excellent,2020-09-27
6063,21:00,8 °c,8 °c,5 km/h from SSW,9 km/h,0.0 mm,78%,39%,1015 mb,Excellent,2020-09-27
6064,00:00,8 °c,6 °c,7 km/h from SW,11 km/h,0.0 mm,83%,7%,1014 mb,Excellent,2020-09-28
6065,03:00,7 °c,6 °c,6 km/h from SSW,10 km/h,0.0 mm,77%,57%,1012 mb,Excellent,2020-09-28
6066,06:00,7 °c,6 °c,6 km/h from SW,11 km/h,0.0 mm,74%,81%,1010 mb,Excellent,2020-09-28
6067,09:00,11 °c,10 °c,8 km/h from SW,10 km/h,0.0 mm,78%,80%,1009 mb,Excellent,2020-09-28
6068,12:00,13 °c,12 °c,11 km/h from SW,15 km/h,0.0 mm,86%,100%,1009 mb,Excellent,2020-09-28
6069,15:00,14 °c,13 °c,17 km/h from WSW,22 km/h,0.0 mm,84%,80%,1009 mb,Excellent,2020-09-28
6070,18:00,11 °c,9 °c,14 km/h from WSW,27 km/h,0.0 mm,87%,17%,1011 mb,Excellent,2020-09-28
6071,21:00,9 °c,7 °c,13 km/h from WSW,23 km/h,0.0 mm,88%,0%,1013 mb,Excellent,2020-09-28
6072,00:00,8 °c,6 °c,10 km/h from WSW,19 km/h,0.0 mm,89%,8%,1014 mb,Excellent,2020-09-29
6073,03:00,7 °c,6 °c,9 km/h from WSW,15 km/h,0.0 mm,93%,23%,1014 mb,Excellent,2020-09-29
6074,06:00,6 °c,5 °c,8 km/h from WSW,14 km/h,0.0 mm,92%,33%,1015 mb,Excellent,2020-09-29
6075,09:00,10 °c,9 °c,7 km/h from WSW,8 km/h,0.0 mm,84%,81%,1015 mb,Excellent,2020-09-29
6076,12:00,14 °c,14 °c,8 km/h from WSW,9 km/h,0.0 mm,65%,19%,1015 mb,Excellent,2020-09-29
6077,15:00,14 °c,14 °c,9 km/h from SSW,10 km/h,0.0 mm,63%,59%,1013 mb,Excellent,2020-09-29
6078,18:00,11 °c,9 °c,12 km/h from SSW,20 km/h,0.0 mm,78%,13%,1012 mb,Excellent,2020-09-29
6079,21:00,8 °c,7 °c,8 km/h from S,15 km/h,0.0 mm,84%,25%,1011 mb,Excellent,2020-09-29
6080,00:00,8 °c,6 °c,8 km/h from SE,14 km/h,0.0 mm,87%,28%,1008 mb,Excellent,2020-09-30
6081,03:00,8 °c,6 °c,10 km/h from ESE,18 km/h,0.0 mm,85%,97%,1004 mb,Excellent,2020-09-30
6082,06:00,10 °c,9 °c,9 km/h from SSE,14 km/h,0.2 mm,84%,89%,1001 mb,Poor,2020-09-30
6083,09:00,11 °c,10 °c,16 km/h from SSE,23 km/h,0.1 mm,83%,100%,998 mb,Excellent,2020-09-30
6084,12:00,14 °c,12 °c,23 km/h from SSE,29 km/h,0.0 mm,77%,100%,997 mb,Excellent,2020-09-30
6085,15:00,13 °c,11 °c,17 km/h from SSW,21 km/h,0.2 mm,82%,82%,996 mb,Poor,2020-09-30
6086,18:00,12 °c,11 °c,7 km/h from SSW,10 km/h,0.0 mm,90%,100%,995 mb,Excellent,2020-09-30
6087,21:00,12 °c,12 °c,3 km/h from SSW,4 km/h,0.5 mm,94%,100%,995 mb,Poor,2020-09-30
6088,00:00,11 °c,10 °c,9 km/h from SW,11 km/h,0.0 mm,94%,100%,995 mb,Poor,2020-10-01
6089,03:00,9 °c,6 °c,14 km/h from SW,17 km/h,5.0 mm,93%,100%,995 mb,Good,2020-10-01
6090,06:00,8 °c,6 °c,12 km/h from SW,14 km/h,4.8 mm,91%,97%,995 mb,Good,2020-10-01
6091,09:00,9 °c,8 °c,9 km/h from SW,11 km/h,0.0 mm,83%,45%,995 mb,Excellent,2020-10-01
6092,12:00,12 °c,11 °c,10 km/h from WSW,12 km/h,0.0 mm,72%,70%,995 mb,Excellent,2020-10-01
6093,15:00,12 °c,12 °c,7 km/h from WSW,8 km/h,0.1 mm,67%,74%,994 mb,Excellent,2020-10-01
6094,18:00,10 °c,10 °c,4 km/h from WSW,6 km/h,0.2 mm,76%,71%,994 mb,Excellent,2020-10-01
6095,21:00,8 °c,7 °c,6 km/h from WSW,10 km/h,0.0 mm,80%,52%,995 mb,Excellent,2020-10-01
6096,00:00,7 °c,5 °c,8 km/h from SW,12 km/h,0.0 mm,84%,44%,996 mb,Excellent,2020-10-02
6097,03:00,7 °c,6 °c,5 km/h from SSW,9 km/h,0.0 mm,85%,29%,995 mb,Excellent,2020-10-02
6098,06:00,7 °c,7 °c,3 km/h from SSW,5 km/h,0.0 mm,84%,10%,997 mb,Excellent,2020-10-02
6099,09:00,10 °c,10 °c,5 km/h from ENE,5 km/h,0.0 mm,71%,16%,999 mb,Excellent,2020-10-02
6100,12:00,13 °c,12 °c,9 km/h from E,11 km/h,0.0 mm,64%,8%,1001 mb,Excellent,2020-10-02
6101,15:00,12 °c,11 °c,14 km/h from ENE,17 km/h,0.0 mm,71%,13%,1002 mb,Excellent,2020-10-02
6102,18:00,10 °c,9 °c,10 km/h from NE,16 km/h,0.0 mm,82%,44%,1003 mb,Excellent,2020-10-02
6103,21:00,8 °c,8 °c,11 km/h from NNE,15 km/h,0.0 mm,89%,98%,1003 mb,Excellent,2020-10-02
6104,00:00,10 °c,9 °c,8 km/h from N,10 km/h,0.0 mm,88%,97%,1001 mb,Excellent,2020-10-03
6105,03:00,9 °c,8 °c,6 km/h from WNW,9 km/h,0.0 mm,79%,100%,1000 mb,Excellent,2020-10-03
6106,06:00,8 °c,8 °c,5 km/h from WNW,8 km/h,0.0 mm,80%,77%,999 mb,Excellent,2020-10-03
6107,09:00,9 °c,8 °c,5 km/h from WNW,7 km/h,0.9 mm,86%,100%,997 mb,Excellent,2020-10-03
6108,12:00,9 °c,8 °c,6 km/h from NW,7 km/h,5.1 mm,93%,100%,995 mb,Good,2020-10-03
6109,15:00,9 °c,7 °c,9 km/h from NW,12 km/h,8.1 mm,96%,100%,992 mb,Good,2020-10-03
6110,18:00,7 °c,7 °c,17 km/h from NNW,25 km/h,20.7 mm,98%,100%,989 mb,Good,2020-10-03
6111,21:00,4 °c,4 °c,24 km/h from NE,33 km/h,17.0 mm,98%,100%,985 mb,Good,2020-10-03
6112,00:00,13 °c,10 °c,25 km/h from NE,36 km/h,23.4 mm,98%,100%,982 mb,Good,2020-10-04
6113,03:00,13 °c,10 °c,26 km/h from NE,37 km/h,8.7 mm,98%,100%,981 mb,Good,2020-10-04
6114,06:00,13 °c,11 °c,16 km/h from ENE,23 km/h,5.4 mm,98%,100%,981 mb,Good,2020-10-04
6115,09:00,12 °c,11 °c,11 km/h from ENE,13 km/h,0.2 mm,92%,100%,983 mb,Excellent,2020-10-04
6116,12:00,14 °c,13 °c,11 km/h from NE,13 km/h,0.0 mm,84%,72%,985 mb,Excellent,2020-10-04
6117,15:00,13 °c,12 °c,12 km/h from ENE,14 km/h,0.4 mm,87%,79%,985 mb,Excellent,2020-10-04
6118,18:00,11 °c,11 °c,9 km/h from NE,13 km/h,0.0 mm,94%,54%,986 mb,Excellent,2020-10-04
6119,21:00,10 °c,10 °c,8 km/h from NNE,11 km/h,0.0 mm,95%,65%,988 mb,Poor,2020-10-04
6120,00:00,10 °c,10 °c,5 km/h from NNW,7 km/h,0.0 mm,94%,85%,989 mb,Poor,2020-10-05
6121,03:00,11 °c,9 °c,12 km/h from N,17 km/h,0.1 mm,88%,100%,990 mb,Excellent,2020-10-05
6122,06:00,10 °c,9 °c,9 km/h from N,13 km/h,0.2 mm,90%,76%,991 mb,Excellent,2020-10-05
6123,09:00,12 °c,11 °c,10 km/h from N,12 km/h,0.1 mm,82%,75%,991 mb,Excellent,2020-10-05
6124,12:00,12 °c,11 °c,9 km/h from NW,12 km/h,0.5 mm,86%,100%,992 mb,Poor,2020-10-05
6125,15:00,13 °c,12 °c,8 km/h from NW,9 km/h,0.6 mm,83%,89%,990 mb,Excellent,2020-10-05
6126,18:00,12 °c,12 °c,4 km/h from W,6 km/h,0.2 mm,87%,73%,990 mb,Excellent,2020-10-05
6127,21:00,10 °c,10 °c,7 km/h from SW,10 km/h,0.0 mm,91%,84%,990 mb,Excellent,2020-10-05
6128,00:00,10 °c,9 °c,10 km/h from WSW,13 km/h,0.0 mm,94%,100%,990 mb,Excellent,2020-10-06
6129,03:00,10 °c,9 °c,8 km/h from SW,11 km/h,0.0 mm,95%,91%,989 mb,Poor,2020-10-06
6130,06:00,10 °c,8 °c,14 km/h from WSW,20 km/h,0.0 mm,94%,96%,989 mb,Excellent,2020-10-06
6131,09:00,11 °c,9 °c,17 km/h from WSW,19 km/h,0.0 mm,85%,38%,990 mb,Excellent,2020-10-06
6132,12:00,14 °c,12 °c,19 km/h from W,22 km/h,0.0 mm,73%,55%,990 mb,Excellent,2020-10-06
6133,15:00,14 °c,12 °c,23 km/h from W,27 km/h,0.1 mm,74%,75%,991 mb,Excellent,2020-10-06
6134,18:00,11 °c,9 °c,19 km/h from WSW,30 km/h,0.0 mm,85%,42%,993 mb,Excellent,2020-10-06
6135,21:00,10 °c,8 °c,16 km/h from WSW,27 km/h,0.0 mm,88%,40%,996 mb,Excellent,2020-10-06
6136,00:00,10 °c,8 °c,21 km/h from WSW,31 km/h,0.0 mm,85%,85%,998 mb,Excellent,2020-10-07
6137,03:00,10 °c,7 °c,21 km/h from WSW,31 km/h,0.0 mm,85%,32%,1001 mb,Excellent,2020-10-07
6138,06:00,10 °c,7 °c,22 km/h from WSW,32 km/h,0.0 mm,87%,29%,1002 mb,Excellent,2020-10-07
6139,09:00,12 °c,9 °c,29 km/h from W,35 km/h,0.0 mm,80%,47%,1004 mb,Excellent,2020-10-07
6140,12:00,13 °c,11 °c,25 km/h from W,28 km/h,0.1 mm,68%,74%,1006 mb,Excellent,2020-10-07
6141,15:00,13 °c,10 °c,23 km/h from W,27 km/h,0.0 mm,68%,13%,1008 mb,Excellent,2020-10-07
6142,18:00,9 °c,7 °c,18 km/h from WSW,29 km/h,0.0 mm,77%,7%,1009 mb,Excellent,2020-10-07
6143,21:00,9 °c,7 °c,12 km/h from SW,18 km/h,0.0 mm,80%,72%,1010 mb,Excellent,2020-10-07
6144,00:00,9 °c,7 °c,11 km/h from SW,15 km/h,0.0 mm,81%,96%,1009 mb,Excellent,2020-10-08
6145,03:00,9 °c,9 °c,4 km/h from SW,6 km/h,0.1 mm,83%,100%,1007 mb,Excellent,2020-10-08
6146,06:00,7 °c,6 °c,5 km/h from W,9 km/h,0.0 mm,87%,25%,1007 mb,Excellent,2020-10-08
6147,09:00,9 °c,8 °c,9 km/h from W,10 km/h,0.0 mm,80%,31%,1008 mb,Excellent,2020-10-08
6148,12:00,12 °c,11 °c,13 km/h from W,15 km/h,0.0 mm,64%,17%,1010 mb,Excellent,2020-10-08
6149,15:00,12 °c,10 °c,22 km/h from WSW,26 km/h,0.0 mm,64%,27%,1010 mb,Excellent,2020-10-08
6150,18:00,8 °c,5 °c,17 km/h from W,29 km/h,0.0 mm,73%,2%,1012 mb,Excellent,2020-10-08
6151,21:00,6 °c,4 °c,14 km/h from WSW,26 km/h,0.0 mm,77%,28%,1013 mb,Excellent,2020-10-08
6152,00:00,7 °c,3 °c,21 km/h from SSW,36 km/h,0.0 mm,77%,100%,1011 mb,Excellent,2020-10-09
6153,03:00,8 °c,4 °c,25 km/h from WSW,38 km/h,1.7 mm,81%,76%,1009 mb,Excellent,2020-10-09
6154,06:00,6 °c,3 °c,21 km/h from WSW,33 km/h,1.7 mm,81%,82%,1009 mb,Excellent,2020-10-09
6155,09:00,9 °c,5 °c,23 km/h from WSW,30 km/h,0.0 mm,74%,17%,1011 mb,Excellent,2020-10-09
6156,12:00,10 °c,7 °c,26 km/h from W,30 km/h,0.1 mm,64%,100%,1011 mb,Excellent,2020-10-09
6157,15:00,10 °c,7 °c,25 km/h from W,31 km/h,0.4 mm,70%,77%,1011 mb,Excellent,2020-10-09
6158,18:00,8 °c,4 °c,21 km/h from WSW,31 km/h,0.0 mm,81%,47%,1012 mb,Excellent,2020-10-09
6159,21:00,6 °c,3 °c,15 km/h from W,27 km/h,0.0 mm,82%,5%,1014 mb,Excellent,2020-10-09
6160,00:00,6 °c,3 °c,14 km/h from W,24 km/h,0.0 mm,82%,100%,1015 mb,Excellent,2020-10-10
6161,03:00,8 °c,4 °c,22 km/h from WSW,35 km/h,0.8 mm,84%,100%,1015 mb,Excellent,2020-10-10
6162,06:00,8 °c,5 °c,21 km/h from W,34 km/h,1.0 mm,87%,78%,1015 mb,Excellent,2020-10-10
6163,09:00,10 °c,8 °c,18 km/h from WNW,24 km/h,0.0 mm,80%,49%,1017 mb,Excellent,2020-10-10
6164,12:00,12 °c,10 °c,20 km/h from NW,23 km/h,0.3 mm,69%,58%,1019 mb,Excellent,2020-10-10
6165,15:00,12 °c,10 °c,21 km/h from NW,27 km/h,0.8 mm,73%,82%,1019 mb,Excellent,2020-10-10
6166,18:00,9 °c,7 °c,16 km/h from NW,28 km/h,0.6 mm,79%,74%,1021 mb,Excellent,2020-10-10
6167,21:00,8 °c,5 °c,16 km/h from WNW,29 km/h,0.0 mm,82%,54%,1023 mb,Excellent,2020-10-10
6168,00:00,8 °c,5 °c,15 km/h from WNW,26 km/h,0.0 mm,82%,81%,1024 mb,Excellent,2020-10-11
6169,03:00,7 °c,5 °c,15 km/h from NW,28 km/h,0.0 mm,82%,34%,1025 mb,Excellent,2020-10-11
6170,06:00,7 °c,4 °c,14 km/h from WNW,27 km/h,0.0 mm,84%,37%,1025 mb,Excellent,2020-10-11
6171,09:00,10 °c,8 °c,15 km/h from WNW,19 km/h,0.0 mm,77%,19%,1026 mb,Excellent,2020-10-11
6172,12:00,13 °c,11 °c,14 km/h from NW,16 km/h,0.0 mm,63%,21%,1026 mb,Excellent,2020-10-11
6173,15:00,13 °c,12 °c,12 km/h from NW,13 km/h,0.0 mm,63%,25%,1026 mb,Excellent,2020-10-11
6174,18:00,9 °c,9 °c,5 km/h from W,10 km/h,0.0 mm,73%,77%,1025 mb,Excellent,2020-10-11
6175,21:00,8 °c,7 °c,7 km/h from SW,13 km/h,0.0 mm,79%,100%,1025 mb,Excellent,2020-10-11
6176,00:00,7 °c,6 °c,8 km/h from SW,13 km/h,0.1 mm,87%,88%,1023 mb,Excellent,2020-10-12
6177,03:00,7 °c,6 °c,10 km/h from WSW,16 km/h,0.0 mm,85%,85%,1020 mb,Excellent,2020-10-12
6178,06:00,8 °c,7 °c,7 km/h from SW,10 km/h,0.3 mm,87%,66%,1018 mb,Good,2020-10-12
6179,09:00,9 °c,8 °c,8 km/h from S,11 km/h,1.2 mm,87%,100%,1014 mb,Excellent,2020-10-12
6180,12:00,10 °c,10 °c,4 km/h from SW,5 km/h,1.8 mm,92%,100%,1012 mb,Excellent,2020-10-12
6181,15:00,10 °c,9 °c,10 km/h from NW,12 km/h,0.4 mm,89%,98%,1011 mb,Poor,2020-10-12
6182,18:00,9 °c,8 °c,9 km/h from W,16 km/h,0.0 mm,84%,18%,1011 mb,Excellent,2020-10-12
6183,21:00,8 °c,6 °c,11 km/h from W,17 km/h,0.0 mm,87%,47%,1011 mb,Excellent,2020-10-12
6184,00:00,7 °c,5 °c,8 km/h from W,13 km/h,0.0 mm,89%,54%,1010 mb,Excellent,2020-10-13
6185,03:00,6 °c,5 °c,6 km/h from NW,10 km/h,0.0 mm,89%,67%,1011 mb,Excellent,2020-10-13
6186,06:00,6 °c,4 °c,10 km/h from NNW,15 km/h,0.0 mm,91%,100%,1013 mb,Excellent,2020-10-13
6187,09:00,10 °c,6 °c,27 km/h from NE,37 km/h,2.0 mm,86%,100%,1015 mb,Excellent,2020-10-13
6188,12:00,10 °c,7 °c,28 km/h from NNE,38 km/h,2.0 mm,81%,100%,1018 mb,Excellent,2020-10-13
6189,15:00,11 °c,8 °c,28 km/h from NE,36 km/h,0.4 mm,76%,86%,1019 mb,Excellent,2020-10-13
6190,18:00,9 °c,6 °c,26 km/h from NNE,38 km/h,0.0 mm,81%,64%,1021 mb,Excellent,2020-10-13
6191,21:00,9 °c,5 °c,26 km/h from NNE,37 km/h,0.1 mm,86%,100%,1023 mb,Excellent,2020-10-13
6192,00:00,9 °c,6 °c,26 km/h from NNE,35 km/h,0.0 mm,88%,100%,1025 mb,Excellent,2020-10-14
6193,03:00,10 °c,6 °c,25 km/h from NNE,35 km/h,1.0 mm,91%,100%,1026 mb,Excellent,2020-10-14
